ID,UserId,CourseId,Progress,StartDate,Completed,Title,Category,Total_enrollment,Total_Completions,completion_rate,Username,Department,Enrollments,Completions
EN0770,EMP208,COR1189,100,2022-05-28,1,Brand New Brand,Music and Art,448,343,76.5625,Meghan Shaffer,Solution Enabler,29,22
EN0771,EMP103,COR1405,100,2022-05-28,1,Lessons on Wisdom: Personal Leadership for Your Life,Leadership and Management,3805,3594,94.45466491458608,Judith Townsend,Solution Consultant,11,4
EN0772,EMP129,COR0726,100,2022-05-28,1,Build Wireframes and Low-Fidelity Prototypes,Design and Product,3025,2341,77.38842975206612,Heather Green,Software Engineer,12,5
EN0773,EMP196,COR0158,100,2022-05-28,1,Medical Terminology Specialization,Basic Science,4019,2584,64.2946006469271,Maria Sexton,Solution Consultant,15,8
EN0774,EMP045,COR1318,32,2022-05-28,0,Fundamentals of Graphic Design,Music and Art,4005,2590,64.66916354556804,Christina Mendoza,Solution Enabler,4,0
EN0775,EMP138,COR1204,100,2022-05-28,1,Supervised Machine Learning: Classification,Machine Learning,4861,2861,58.856202427484064,Richard Blake,Senior Software Engineer,27,20
EN0776,EMP109,COR0476,100,2022-05-28,1,Google Project Management (DE) Professional Certificate,Leadership and Management,2207,1653,74.89805165382873,Amanda Jones,Senior Software Engineer,19,12
EN0777,EMP154,COR0244,34,2022-05-29,0,Data Mining  Specialization,Machine Learning,2009,1540,76.65505226480836,Gregory Hardin,Solution Enabler,10,3
EN0778,EMP097,COR0752,29,2022-05-29,0,International Women's Health and Human Rights,Public Health,2347,1633,69.5781849169152,Steven Andersen,Software Engineer,20,13
EN0779,EMP068,COR0213,46,2022-05-29,0,Managing Cybersecurity Specialization,Security,2938,2640,89.857045609258,Brenda Sloan,Solution Consultant,6,0
EN0780,EMP076,COR1120,5,2022-05-29,0,Strategic Career Self-Management,Personal Development,2663,1661,62.373263236950805,Adrian Flowers,Software Engineer,28,21
EN0781,EMP144,COR0375,67,2022-05-29,0,IELTS Preparation Specialization,Learning English,436,362,83.02752293577981,Stephanie Hart,Solution Enabler,5,0
EN0782,EMP057,COR1444,100,2022-05-29,1,Singing Popular Music,Music and Art,4538,2335,51.454385191714415,Leslie Davis,Solution Consultant,22,15
EN0783,EMP029,COR0570,100,2022-05-30,1,L'excellence opérationnelle en pratique,Leadership and Management,3028,2070,68.36195508586526,Natasha Harper,Software Engineer,22,15
EN0784,EMP150,COR1877,100,2022-05-30,1,Interacting with the System and Managing Memory,Software Development,817,635,77.7233782129743,David Wright,Software Engineer,13,6
EN0785,EMP101,COR1495,100,2022-05-30,1,Supply Chain Analytics,Business Essentials,3472,1949,56.134792626728114,Carl Reynolds,Solution Consultant,24,17
EN0786,EMP007,COR1933,35,2022-05-30,0,Introduction to battery-management systems,Electrical Engineering,4918,2766,56.24237494916633,Lauren Green,Solution Consultant,28,21
EN0787,EMP090,COR0705,100,2022-05-30,1,Project Execution: Running the Project,Leadership and Management,2132,1119,52.4859287054409,Erica Reilly,Solution Enabler,26,19
EN0788,EMP248,COR0401,100,2022-05-31,1,Sales Operations/Management Specialization,Leadership and Management,1704,1536,90.14084507042254,Megan Doyle,Senior Software Engineer,29,22
EN0789,EMP112,COR1506,100,2022-05-31,1,Access Control Concepts,Security,2563,2232,87.08544674209911,Scott Long,Senior Software Engineer,27,20
EN0790,EMP106,COR0386,100,2022-05-31,1,Newborn Baby Care Specialization,Patient Care,2105,1484,70.49881235154393,Helen Taylor,Solution Consultant,28,21
EN0791,EMP053,COR0731,51,2022-05-31,0,ITIL 4 Exam Preparation,Support and Operations,1724,1023,59.338747099767986,April Morris,Senior Software Engineer,9,2
EN0792,EMP285,COR0422,100,2022-05-31,1,IBM Full Stack Software Developer Professional Certificate,Cloud Computing,3553,2626,73.90937236138474,Kimberly Smith,Solution Enabler,15,8
EN0793,EMP021,COR1357,100,2022-05-31,1,Understanding Financial Markets,Finance,3427,2380,69.44849722789613,Felicia Brown,Solution Consultant,21,14
EN0794,EMP104,COR1288,5,2022-05-31,0,FinTech Disruptive Innovation: Implications for Society,Finance,322,271,84.16149068322981,Tammy Parker,Solution Consultant,19,12
EN0795,EMP010,COR0299,100,2022-06-01,1,"Project Management: Tools, Approaches, Behavioural Skills  Specialization",Leadership and Management,264,173,65.53030303030303,Patrick Sanchez,Solution Consultant,27,20
EN0796,EMP076,COR0016,100,2022-06-01,1,"BI Foundations with SQL, ETL and Data Warehousing Specialization",Data Management,237,138,58.22784810126582,Adrian Flowers,Software Engineer,28,21
EN0797,EMP057,COR1916,100,2022-06-02,1,Automation Techniques in RPA,Software Development,1380,915,66.30434782608695,Leslie Davis,Solution Consultant,22,15
EN0798,EMP278,COR0934,67,2022-06-02,0,Introduction to Public Speaking,Business Essentials,629,314,49.92050874403816,Meredith Clark,Solution Enabler,22,15
EN0799,EMP271,COR0252,100,2022-06-02,1,Creativity and AI Specialization,Design and Product,3335,2493,74.75262368815592,Christopher Hays,Senior Software Engineer,16,9
EN0800,EMP076,COR1742,85,2022-06-02,0,User Research and Design,Design and Product,2365,2062,87.18816067653276,Adrian Flowers,Software Engineer,28,21
EN0801,EMP132,COR0498,100,2022-06-02,1,Excellence in Online Teaching,Education,1365,995,72.89377289377289,David Mcdowell,Software Engineer,22,15
EN0802,EMP083,COR0418,100,2022-06-02,1,Google IT Support Professional Certificate,Support and Operations,414,264,63.76811594202898,Amy Nelson,Solution Consultant,12,5
EN0803,EMP202,COR1106,100,2022-06-02,1,"Sustainable Business: Big Issues, Big Changes",Leadership and Management,420,318,75.71428571428571,Aaron Anderson,Solution Consultant,29,22
EN0804,EMP012,COR1163,100,2022-06-03,1,"Execution, persistence, privilege escalation and evasion",Security,1048,832,79.38931297709924,Michelle Lopez,Solution Enabler,13,6
EN0805,EMP278,COR1819,46,2022-06-03,0,C for Everyone: Structured Programming,Software Development,4246,2292,53.98021667451719,Meredith Clark,Solution Enabler,22,15
EN0806,EMP208,COR0861,100,2022-06-03,1,"Penetration Testing, Incident Response and Forensics",Security,2429,1965,80.8974886784685,Meghan Shaffer,Solution Enabler,29,22
EN0807,EMP150,COR0087,100,2022-06-03,1,Music Production Specialization,Music and Art,2896,2174,75.06906077348067,David Wright,Software Engineer,13,6
EN0808,EMP215,COR0264,100,2022-06-03,1,Django for Everybody Specialization,Mobile and Web Development,4696,3460,73.67972742759795,Bradley Lin,Solution Enabler,13,6
EN0809,EMP251,COR1543,100,2022-06-04,1,Supply Chain Analytics Essentials,Business Essentials,3362,1694,50.386674598453304,Samantha Cohen,Software Engineer,30,23
EN0810,EMP150,COR1473,94,2022-06-05,0,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Leadership and Management,4239,3210,75.72540693559802,David Wright,Software Engineer,13,6
EN0811,EMP152,COR0733,100,2022-06-05,1,Introduction to Social Media Marketing,Marketing,192,173,90.10416666666666,Barbara Anderson,Solution Enabler,16,9
EN0812,EMP177,COR1415,97,2022-06-05,0,Battery Pack Balancing and Power Estimation,Electrical Engineering,203,136,66.99507389162561,Maria Hansen,Software Engineer,13,6
EN0813,EMP267,COR1397,100,2022-06-05,1,Easing Physical Symptoms: It's Not Just Hospice Anymore,Patient Care,103,60,58.252427184466015,Ronald Brewer MD,Senior Software Engineer,16,9
EN0814,EMP158,COR0447,84,2022-06-05,0,Arizona State University TESOL Professional Certificate,Learning English,4223,3943,93.36964243428842,Sarah Hicks,Solution Consultant,14,7
EN0815,EMP274,COR0226,89,2022-06-05,0,Data Visualization & Dashboarding with R Specialization,Data Analysis,3648,2971,81.44188596491229,Kimberly Rodriguez,Senior Software Engineer,23,16
EN0816,EMP049,COR1007,100,2022-06-06,1,Migrating On-premises MySQL Using a Continuous Database Migration Service Job,Cloud Computing,494,307,62.145748987854255,Rachel Reyes,Senior Software Engineer,29,22
EN0817,EMP242,COR1872,100,2022-06-07,1,Machine Learning With Big Data,Machine Learning,4703,3652,77.65256219434403,Russell Turner,Software Engineer,24,17
EN0818,EMP111,COR0131,100,2022-06-07,1,Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,Software Development,1184,722,60.979729729729726,Brandon Cantu,Solution Consultant,21,14
EN0819,EMP278,COR1207,100,2022-06-08,1,Introduction to Management Consulting,Business Strategy,2703,1815,67.14761376248613,Meredith Clark,Solution Enabler,22,15
EN0820,EMP276,COR0386,100,2022-06-08,1,Newborn Baby Care Specialization,Patient Care,2105,1484,70.49881235154393,Maxwell Oliver,Solution Enabler,8,1
EN0821,EMP028,COR0076,100,2022-06-08,1,TensorFlow: Advanced Techniques Specialization,Machine Learning,815,779,95.58282208588957,Luis Wright,Solution Enabler,16,9
EN0822,EMP165,COR1761,100,2022-06-09,1,Creative Writing: The Craft of Character,Music and Art,1676,974,58.1145584725537,Melissa Franco,Software Engineer,10,3
EN0823,EMP154,COR0027,75,2022-06-09,0,Excel Skills for Business Specialization,Business Essentials,3613,1917,53.058400221422644,Gregory Hardin,Solution Enabler,10,3
EN0824,EMP086,COR0008,100,2022-06-09,1,Applied Data Science Specialization,Machine Learning,1246,982,78.81219903691814,William Pearson,Software Engineer,24,17
EN0825,EMP288,COR0175,63,2022-06-10,0,Machine Learning on Google Cloud Specialization,Machine Learning,1407,920,65.38734896943852,Ashley Smith,Software Engineer,23,16
EN0826,EMP150,COR0280,5,2022-06-10,0,Real-World Engineering Management Specialization,Leadership and Management,3541,2174,61.39508613386049,David Wright,Software Engineer,13,6
EN0827,EMP004,COR0993,46,2022-06-10,0,Getting Started with Power BI Desktop,Business Essentials,3293,1733,52.62678408745825,Morgan Lloyd,Senior Software Engineer,28,21
EN0828,EMP158,COR0405,100,2022-06-10,1,Strategic Thinking for Everyone Specialization,Personal Development,475,410,86.31578947368422,Sarah Hicks,Solution Consultant,14,7
EN0829,EMP037,COR0057,100,2022-06-10,1,Certified in Cybersecurity Specialization,Security,913,799,87.51369112814896,Joseph Chandler,Solution Consultant,29,22
EN0830,EMP104,COR1152,71,2022-06-11,0,Google Cloud Fundamentals: Core Infrastructure,Cloud Computing,4306,3589,83.34881560613098,Tammy Parker,Solution Consultant,19,12
EN0831,EMP264,COR0095,100,2022-06-11,1,"Influencing: Storytelling, Change Management and Governance Specialization",Leadership and Management,3052,1616,52.94888597640891,Tom Singh,Solution Consultant,27,20
EN0832,EMP161,COR1575,100,2022-06-11,1,Term-Structure and Credit Derivatives,Finance,3794,3760,99.10384818133896,Richard Woods,Solution Consultant,16,9
EN0833,EMP112,COR1184,100,2022-06-11,1,Noun Clauses and Conditionals,Learning English,2817,1441,51.15370962016329,Scott Long,Senior Software Engineer,27,20
EN0834,EMP183,COR0457,82,2022-06-11,0,Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,Cloud Computing,1292,1230,95.20123839009288,Cassandra Sutton,Software Engineer,16,9
EN0835,EMP210,COR1811,100,2022-06-11,1,Mathematics for Engineers: The Capstone Course,Math and Logic,2696,2691,99.81454005934718,Tanner Wright,Solution Enabler,25,18
EN0836,EMP207,COR0879,100,2022-06-12,1,Natural Language Processing with Sequence Models,Machine Learning,2365,1996,84.39746300211416,Roger Rivera,Solution Consultant,20,13
EN0837,EMP175,COR0260,64,2022-06-12,0,Machine Learning and Reinforcement Learning in Finance Specialization,Machine Learning,2660,1533,57.631578947368425,Juan Edwards,Senior Software Engineer,13,6
EN0838,EMP007,COR1110,100,2022-06-12,1,Object-Oriented Hierarchies in Java,Software Development,2987,1800,60.26113157013726,Lauren Green,Solution Consultant,28,21
EN0839,EMP273,COR0717,24,2022-06-12,0,Data Analysis with R Programming,Data Analysis,1418,772,54.442877291960514,Beverly Meza,Solution Consultant,21,14
EN0840,EMP060,COR0100,89,2022-06-12,0,Project Management Principles and Practices Specialization,Business Essentials,259,146,56.37065637065637,Nicole Fitzgerald,Senior Software Engineer,19,12
EN0841,EMP242,COR1235,74,2022-06-12,0,Data Science Methodology,Data Analysis,3794,3681,97.0216130732736,Russell Turner,Software Engineer,24,17
EN0842,EMP215,COR1054,40,2022-06-12,0,FinTech Risk Management,Business Essentials,2312,1411,61.029411764705884,Bradley Lin,Solution Enabler,13,6
EN0843,EMP262,COR1271,51,2022-06-12,0,Hardware Security,Computer Security and Networks,2464,2122,86.12012987012987,Craig Duncan,Software Engineer,26,19
EN0844,EMP156,COR1219,100,2022-06-13,1,Positive Psychology Specialization Project: Design Your Life for Well-being,Psychology,3944,2060,52.23123732251521,Sara Harvey,Solution Enabler,20,13
EN0845,EMP018,COR1585,100,2022-06-13,1,Brand and Product Management,Marketing,2561,2542,99.25810230378758,Melissa Campbell,Software Engineer,12,5
EN0846,EMP288,COR1633,100,2022-06-13,1,"Diversity, Equity, and Inclusion Best Practices for Managers",Leadership and Management,832,622,74.75961538461539,Ashley Smith,Software Engineer,23,16
EN0847,EMP111,COR1166,100,2022-06-13,1,"Functions, Methods, and Interfaces in Go",Software Development,4908,2467,50.26487367563163,Brandon Cantu,Solution Consultant,21,14
EN0848,EMP094,COR1592,67,2022-06-13,0,Introduction to Genomic Technologies,Data Analysis,4205,2681,63.757431629013084,Elizabeth Dennis,Solution Consultant,13,6
EN0849,EMP090,COR1348,100,2022-06-14,1,Six Sigma Advanced Improve and Control Phases,Leadership and Management,2308,1172,50.77989601386482,Erica Reilly,Solution Enabler,26,19
EN0850,EMP097,COR1071,100,2022-06-14,1,Managing Cybersecurity Incidents and Disasters,Security,1645,1440,87.53799392097264,Steven Andersen,Software Engineer,20,13
EN0851,EMP007,COR0101,100,2022-06-14,1,Java Programming and Software Engineering Fundamentals Specialization,Software Development,861,716,83.15911730545878,Lauren Green,Solution Consultant,28,21
EN0852,EMP065,COR0049,100,2022-06-14,1,Data Science: Foundations using R Specialization,Data Analysis,3089,1608,52.055681450307546,Phillip Ellis,Solution Enabler,22,15
EN0853,EMP044,COR1294,35,2022-06-14,0,"Positive Psychology: Character, Grit and Research Methods",Psychology,1996,1626,81.4629258517034,Gregory Gonzalez,Senior Software Engineer,13,6
EN0854,EMP209,COR1613,3,2022-06-15,0,Grammar and Punctuation,Learning English,488,466,95.49180327868852,Krista Walker,Senior Software Engineer,21,14
EN0855,EMP022,COR0273,100,2022-06-15,1,Data Science: Statistics and Machine Learning Specialization,Data Analysis,2105,1955,92.87410926365796,James Luna,Solution Consultant,16,9
EN0856,EMP008,COR0380,70,2022-06-15,0,Digital Technologies and the Future of Manufacturing  Specialization,Business Strategy,3628,3296,90.84895259095921,James Bean,Software Engineer,15,8
EN0857,EMP265,COR0198,77,2022-06-15,0,Marketing Strategy Specialization,Marketing,875,745,85.14285714285714,Scott Morris,Software Engineer,16,9
EN0858,EMP039,COR1836,100,2022-06-15,1,Careers in Sustainability,Environmental Science and Sustainability,3318,2958,89.1500904159132,Cindy Mason,Senior Software Engineer,28,21
EN0859,EMP195,COR0675,88,2022-06-16,0,Process Data from Dirty to Clean,Data Analysis,2783,1871,67.2296083363277,Jamie Rodriguez,Software Engineer,12,5
EN0860,EMP149,COR0601,60,2022-06-16,0,Making Architecture,Music and Art,1295,751,57.992277992278,Julia Barry,Senior Software Engineer,16,9
EN0861,EMP112,COR0966,100,2022-06-16,1,Bases de la planification et de la gestion de projet,Business Essentials,2944,2315,78.63451086956522,Scott Long,Senior Software Engineer,27,20
EN0862,EMP203,COR0807,100,2022-06-17,1,Introduction to Finance: The Basics,Finance,2282,1257,55.083260297984225,Christopher Gonzalez,Software Engineer,24,17
EN0863,EMP194,COR0248,100,2022-06-17,1,Machine Learning for Trading Specialization,Machine Learning,2758,2556,92.67585206671501,Donald Mcguire,Solution Enabler,22,15
EN0864,EMP297,COR0718,100,2022-06-17,1,Learning How to Learn: Powerful mental tools to help you master tough subjects,Personal Development,4475,2399,53.60893854748603,James Smith,Senior Software Engineer,26,19
EN0865,EMP066,COR0058,31,2022-06-17,0,Business Strategy Specialization,Business Strategy,4472,4431,99.08318425760287,Jeremy Acevedo,Software Engineer,15,8
EN0866,EMP179,COR0288,96,2022-06-17,0,Salesforce Fundamentals Specialization,Business Essentials,2131,1558,73.11121539183482,Katherine Baird,Solution Consultant,15,8
EN0867,EMP221,COR1842,84,2022-06-17,0,Professional Selling: Step 3 - Become a High-Performer,Marketing,2775,1908,68.75675675675676,Arthur Johnson,Solution Enabler,25,18
EN0868,EMP094,COR0271,91,2022-06-17,0,FinTech: Finance Industry Transformation and Regulation Specialization,Business Strategy,1165,676,58.02575107296137,Elizabeth Dennis,Solution Consultant,13,6
EN0869,EMP155,COR0728,61,2022-06-17,0,Human Resources Analytics,Leadership and Management,357,354,99.15966386554622,Allison Mcdonald,Software Engineer,2,0
EN0870,EMP291,COR0277,100,2022-06-18,1,Fundamentals of Immunology Specialization,Basic Science,4995,3514,70.35035035035035,Chelsea Hess,Solution Enabler,17,10
EN0871,EMP278,COR0430,56,2022-06-18,0,IBM IT Support  Professional Certificate,Support and Operations,1544,1355,87.75906735751295,Meredith Clark,Solution Enabler,22,15
EN0872,EMP052,COR0641,55,2022-06-18,0,Cyber Security Fundamentals,Computer Security and Networks,4386,3753,85.56771545827634,Alexandra Nguyen,Solution Enabler,19,12
EN0873,EMP271,COR0850,33,2022-06-18,0,Analyze Datasets and Train ML Models using AutoML,Machine Learning,1934,1604,82.93691830403309,Christopher Hays,Senior Software Engineer,16,9
